RefSeqID	Symbol	NbOfExons	8N	8T	33N	33T	51N	51T
NR_003111	RPL32P3	4	45	91	46	70	155	80
NM_001005337	PKP1	14	17246	14902	15721	23642	12501	25508
NM_000299	PKP1	15	17257	14920	15726	23651	12503	25532
NM_001014832	PAK4	9	281	339	276	418	439	321
NM_001014834	PAK4	8	250	290	254	383	378	285
NM_005620	S100A11	3	2039	1484	1872	2815	2228	4213
NM_001136035	TRMT1	17	170	210	194	294	374	313
NM_021241	WIZ	8	270	322	225	341	664	515
NM_152440	C12orf66	3	55	26	116	175	152	182
NM_014180	MRPL22	7	58	68	86	130	138	65
NM_080702	BAT3	25	1124	1179	1285	1935	2873	1703
NM_080703	BAT3	25	1133	1183	1305	1970	2917	1720
NM_004639	BAT3	25	1133	1183	1305	1970	2917	1720
NM_031990	PTBP1	15	1324	1860	1429	2160	2701	2048
NM_000305	PON2	9	100	102	221	334	508	851
NM_025082	CENPT	16	487	633	615	930	1263	992
NM_003450	ZNF174	3	41	90	56	85	147	100
NM_052837	SCAMP3	8	267	290	264	400	825	638
NM_002130	HMGCS1	10	680	881	1198	1811	1356	1073
NM_001098272	HMGCS1	11	690	884	1211	1827	1363	1083
NM_012428	NPTN	9	327	308	556	839	775	885
NM_022494	ZDHHC6	11	173	71	191	289	359	338
NM_016082	CDK5RAP1	14	135	233	146	220	315	196
NM_022080	NAPB	11	225	134	246	372	368	337
NM_152924	ABHD2	11	1015	1251	934	1414	4297	3181
NM_007011	ABHD2	15	1015	1252	935	1414	4310	3187
NM_024011	CDC2L2	20	39	60	119	180	154	110
NM_001098784	FAM89B	2	199	257	183	276	765	468
NM_001048218	SCYL1	18	314	751	251	380	1159	778
NM_021933	IIP45	10	128	299	175	265	463	265
NM_032188	MYST1	11	126	140	189	286	229	174
NM_181708	BCDIN3D	2	71	51	52	79	142	191
NM_014613	FAF2	11	372	553	396	596	996	765
NM_182517	C1orf210	3	99	27	35	56	155	141
NM_138565	CTTN	17	1489	18133	1565	1498	3235	2942
NM_015062	PPRC1	14	1134	644	687	2509	1667	1514
NM_182476	COQ6	12	54	71	99	90	109	99
NM_006005	WFS1	8	101	135	127	155	503	456
NM_024520	C2orf47	6	62	53	42	141	109	99
NM_021214	FAM108C1	3	374	373	280	641	547	498
NM_021736	CLCN6	12	55	98	82	116	154	140
NM_020199	C5orf15	3	157	262	456	271	524	477
NR_023358	SCARNA9L	1	341	758	7979	2393	2699	2459
NM_022839	MRPS11	6	134	43	91	220	277	251
NM_001105204	RUSC1	10	371	598	274	356	837	763
NM_032280	ZCCHC9	6	88	98	135	117	155	141
NM_003146	SSRP1	17	812	1555	907	1286	1776	1611
NR_003685	SNORD121A	1	1116	1478	10497	13180	3463	3139
NM_016142	HSD17B12	11	148	168	267	227	303	276
NM_078470	COX15	9	307	138	399	625	744	674
NM_001127649	PEX26	5	439	454	333	987	865	788
NM_002410	MGAT5	16	221	149	291	681	596	541
NM_001324	CSTF1	6	168	45	186	365	354	322
NM_053023	ZFP91	11	1257	2427	1131	1302	2700	2456
NM_018451	CENPJ	17	124	202	225	135	311	282
NM_001098510	PELI3	7	77	144	61	73	181	165
NM_145065	PELI3	8	77	144	61	73	181	165
NM_014516	CNOT3	18	221	160	213	348	484	441
NM_001745	CAMLG	4	163	218	212	153	291	265
NM_018428	UTP6	19	308	218	372	676	724	658
NM_015433	FAM119B	3	60	54	56	127	246	223
NM_001048210	CLCC1	12	214	241	439	204	555	504
NM_001130689	HMGB2	4	176	404	290	409	419	380
NM_006537	USP3	15	181	156	250	386	455	414
NM_133370	YTHDC1	16	865	937	1246	871	1375	1249
NM_017758	ALKBH5	4	653	308	513	1513	2383	2165
NM_014967	MTMR15	15	355	288	388	600	986	895
NM_016220	ZNF107	7	53	120	153	136	192	174
NM_012395	PFTK1	14	49	51	59	47	447	659
NM_022366	TFB2M	8	98	102	143	216	164	202
NM_018071	FLJ10357	24	157	163	233	428	1788	909
NM_001010935	RAP1A	9	153	159	221	87	393	426
NM_002884	RAP1A	8	153	159	221	87	392	426
NM_001007239	KIAA0859	8	232	241	192	286	580	534
NM_006721	ADK	11	209	217	448	406	270	509
NM_022552	DNMT3A	23	256	267	291	653	971	623
NM_015446	AHCTF1	35	138	144	146	173	281	259
NM_032861	SERAC1	17	73	76	130	195	228	255
NM_004969	IDE	25	536	559	563	734	839	1089
NM_006354	TADA3L	9	260	270	259	559	761	418
NM_018833	TAP2	12	410	426	455	993	1306	1186
NM_002387	MCC	17	1280	1333	1300	1490	1973	1862
NM_017969	IWS1	14	312	326	363	398	629	579
NM_007363	NONO	12	631	655	639	946	1348	1257
NM_006076	AGFG2	12	430	449	279	454	617	305
NM_006554	MTX2	10	114	119	250	214	275	319
NM_024332	BRCC3	12	49	51	54	42	120	110
NM_001018055	BRCC3	11	49	51	54	42	120	110
NM_001128164	ATXN1	8	806	837	852	1275	2247	2475
NM_000332	ATXN1	9	806	837	852	1275	2247	2475
NM_005371	METTL1	6	95	99	55	250	275	217
NR_003030	SNORD12	1	6521	6786	37751	13428	10004	17314
NM_001130841	RTCD1	12	130	135	222	155	458	510
NM_003729	RTCD1	11	130	135	222	155	458	510
NM_144976	ZNF564	4	67	70	128	103	197	217
NM_005370	RAB8A	8	208	217	243	344	413	486
NM_004040	RHOB	1	1129	1174	1538	1926	2603	3361
NM_198043	ZDHHC16	10	136	142	158	313	438	369
NM_001033572	AMZ2	8	78	81	114	170	264	280
NM_005433	YES1	12	387	404	460	370	894	847
NM_018231	SLC38A7	12	137	143	142	352	634	533
NM_001033571	AMZ2	8	78	81	118	171	269	280
NM_002893	RBBP7	12	452	471	580	890	937	747
NM_001130846	AIFM1	7	68	71	65	131	205	144
NM_001136275	AKIRIN1	4	334	347	366	369	733	890
NM_006814	PSMF1	7	656	684	554	1549	1196	649
NM_001079518	MED24	25	519	540	511	2154	1334	1014
NM_013366	ANAPC2	13	331	345	389	752	1114	531
NM_007315	STAT1	25	1117	642	1219	1857	2180	3743
NM_001113525	ZNF276	11	503	641	596	906	1235	547
NM_152287	ZNF276	11	511	660	594	900	1218	547
NM_015938	NMD3	16	212	102	226	344	436	593
NM_001130725	PSMB5	3	339	392	329	499	930	773
NM_001014831	PAK4	11	288	358	279	424	447	324
NM_001002857	ANXA2	14	326	142	538	815	839	1094
NM_018682	MLL5	26	1352	661	1102	1676	2261	2786
NM_014948	UBOX5	5	80	85	97	148	233	153
NM_001344	DAD1	3	197	141	264	402	425	635
NM_004710	SYNGR2	4	292	406	295	448	882	739
NM_001122606	LAMP2	9	642	285	940	1430	1282	1761
NM_001013649	C2orf68	4	298	333	313	475	649	466
NM_002819	PTBP1	15	1329	1861	1430	2176	2713	2071
NM_145029	C6orf136	6	64	101	85	130	89	66
NM_001031684	SFRS7	8	470	284	445	675	831	831
NM_001861	COX4I1	5	636	1620	803	1220	1194	979
NM_007007	CPSF6	10	1166	1916	1262	1917	2257	1788
NM_198889	ANKRD17	33	2502	1513	1944	2949	4856	4630
NM_004691	ATP6V0D1	8	459	571	463	702	889	807
NM_033415	ARMC6	8	285	304	229	348	692	584
NM_031304	DOHH	5	109	157	100	152	275	167
NM_172037	RDH10	6	413	333	255	389	931	873
NM_005537	ING1	2	58	77	62	95	195	65
NM_006296	VRK2	13	167	115	299	454	362	335
NM_033109	PNPT1	28	190	165	287	437	314	411
NM_001099734	C9orf5	17	961	450	1018	1551	1991	2290
NM_032012	C9orf5	18	961	450	1018	1551	1991	2290
NM_138394	HNRPLL	13	157	217	207	315	456	391
NM_020680	SCYL1	18	319	767	251	381	1173	792
NM_032590	FBXL10	23	337	355	388	588	822	447
NM_033390	ZC3H12C	6	275	126	282	429	1015	1626
NM_001008401	ZNF761	6	53	49	82	125	171	277
NM_177476	LYNX1	4	594	1503	228	182	397	363
NM_016522	HNT	7	30	54	38	56	127	116
NM_005975	PTK6	8	693	37	497	888	682	624
NR_002326	SNORA64	1	1616	5713	17513	13481	7145	6529
NM_014398	LAMP3	6	73	36	160	718	304	279
NM_198595	AFAP1	17	281	316	359	427	953	871
NM_021105	PLSCR1	9	497	783	300	407	672	613
NM_183376	ARRDC4	8	332	368	229	148	644	589
NM_012318	LETM1	14	1006	595	592	1080	1768	1617
NM_013975	LIG3	20	419	341	351	1644	846	774
NM_000937	POLR2A	29	2662	1674	2402	5489	6023	5498
NM_001122764	PPOX	13	99	118	162	81	189	173
NM_000309	PPOX	13	93	117	158	74	184	168
NM_001128611	USP8	21	377	571	474	433	804	737
NM_002087	GRN	13	2620	1517	2448	4237	4201	3844
NM_207013	TCEB2	5	102	135	123	174	239	219
NM_006878	MDM2	8	254	432	479	607	727	665
NM_003404	YWHAB	7	1680	1951	1842	2480	3632	3325
NM_146388	MRPL4	8	153	161	148	196	257	235
NM_144703	LSM14B	9	281	109	300	549	580	530
NM_016284	CNOT1	49	3735	3287	3969	6312	6485	5950
NM_001130482	VRK2	13	164	94	277	438	354	323
NM_138923	TAF1	38	367	221	407	669	809	738
NM_004978	KCNC4	4	146	106	135	283	480	440
NM_004606	TAF1	38	383	233	413	680	820	753
NM_018269	ADI1	4	277	120	480	736	499	457
NM_014229	SLC6A11	14	62	76	78	71	95	87
NM_001031732	YTHDC1	17	874	948	1264	872	1382	1264
NM_002792	PSMA7	7	311	295	401	774	807	741
NM_006219	PIK3CB	22	262	453	412	444	670	614
NM_030791	SGPP1	3	150	200	299	312	479	439
NM_022763	FNDC3B	26	520	544	512	1019	3022	2550
NM_001293	CLNS1A	7	199	208	402	333	511	586
NM_002441	MSH5	25	118	124	217	518	392	252
NM_018477	ACTR10	13	229	240	297	333	555	608
NM_001969	EIF5	12	945	989	1291	1751	2595	2934
NM_022836	DCLRE1B	4	82	86	86	119	232	244
NM_001024809	RARA	8	190	199	186	490	846	309
NM_175629	DNMT3A	23	255	267	291	653	974	622
NM_001263	CDS1	13	525	552	523	653	484	1164
NM_005228	EGFR	28	1432	1504	2078	2032	2405	43772
NM_001032288	UBE2V1	4	157	165	143	191	378	499
NM_001134296	AP3M2	10	101	106	104	133	371	412
NM_006803	AP3M2	9	101	106	104	133	370	412
NM_173595	ANKRD52	28	1448	1515	916	1790	3791	3239
NM_001136012	FXYD3	8	426	446	477	514	421	1105
NM_012180	FBXO8	6	107	112	150	158	220	318
NM_001007214	CACYBP	6	77	81	112	156	136	144
NM_032276	RHBDD1	7	104	109	168	221	266	293
NM_058243	BRD4	20	975	1025	871	1583	2132	1441
NM_004589	SCO1	6	107	112	124	302	359	311
NR_024108	PFKL	25	891	935	945	1617	2757	1581
NM_020639	RIPK4	8	607	638	596	516	616	1257
NM_014755	SERTAD2	2	831	874	882	1215	1402	1986
NM_001040445	ASB1	5	348	364	442	915	1722	771
NM_001008938	CKAP5	44	933	977	846	1034	2178	2706
NM_138795	ARL8A	7	212	222	204	414	491	435
NM_001128211	NUDCD1	10	183	192	145	182	336	672
NM_032327	ZDHHC16	11	136	143	158	317	442	370
NM_178126	FAM134C	9	599	626	755	707	1725	2096
NM_130787	AP2A1	23	648	680	547	883	1850	1147
NM_014203	AP2A1	24	648	680	547	883	1852	1147
NM_015041	CLUAP1	12	82	86	80	274	166	116
NM_183047	ZMYND8	23	451	472	441	1510	662	605
NM_032900	ARHGAP19	12	174	183	200	557	408	348
NM_002902	RCN2	7	248	260	393	519	611	996
NR_002963	SNORA24	1	1937	2031	11446	4454	4829	9048
NM_139321	ATRN	29	598	625	566	1291	1513	1132
NM_016216	DBR1	8	123	129	101	122	227	320
NM_000089	COL1A2	52	3186	21157	8653	13241	128723	41535
NM_002960	S100A3	3	72	64	81	124	72	259
NM_007308	SNCA	4	77	1	115	176	51	65
NM_005655	KLF10	4	934	707	493	753	1513	2864
NM_003214	TEAD3	13	458	450	309	472	646	681
NM_001010872	FAM83B	5	861	656	976	1493	785	3140
NM_016071	MRPS33	3	52	44	74	114	101	144
NM_000284	PDHA1	11	399	606	417	640	894	467
NM_001018057	DKK3	7	426	268	394	603	631	1438
NM_001014835	PAK4	9	251	309	254	388	384	287
NM_005884	PAK4	10	282	358	276	423	445	323
NM_014222	NDUFA8	4	123	85	223	341	288	319
NM_000108	DLD	14	512	345	552	844	989	1483
NM_182931	MLL5	27	1367	664	1108	1690	2304	2823
NM_198317	KLHL17	12	98	345	115	177	315	169
NM_001711	BGN	8	788	1801	828	1271	7257	2751
NM_003689	AKR7A2	7	87	199	110	169	228	196
NM_001806	CEBPG	2	466	452	446	684	789	1061
NM_153339	PUSL1	8	50	150	79	121	146	125
NM_080666	WDR89	3	105	106	103	158	175	186
NM_016372	GPR175	10	259	458	217	333	808	587
NM_032711	MAFG	3	353	1002	352	538	1106	742
NM_001008726	WDR89	3	104	106	103	158	178	183
NM_199444	COPE	9	565	743	498	762	1598	998
NM_018126	TMEM33	7	385	238	403	618	765	1174
NM_004623	TTC4	10	150	124	164	252	408	397
NM_001130481	VRK2	13	164	115	295	451	352	333
NM_003454	ZNF200	5	66	64	106	163	180	237
NM_001130480	VRK2	13	166	115	295	452	359	334
NM_017596	KIF21B	34	64	118	59	91	648	207
NM_032806	C3orf39	2	32	51	46	71	138	73
NM_012095	AP3M1	9	399	262	444	681	1045	1055
NM_001005502	CPM	9	105	128	109	167	625	190
NM_198320	CPM	9	105	128	109	167	625	190
NM_001874	CPM	9	105	128	109	167	625	190
NM_000693	ALDH1A3	13	268	283	894	180	1296	1195
NM_002507	NGFR	6	151	160	129	394	465	146
NM_001037738	NPM1	10	225	238	154	194	198	203
NM_032312	YIPF4	6	149	157	257	362	373	473
NM_017906	PAK1IP1	10	112	118	135	179	257	272
NM_007099	ACP1	6	112	118	151	223	270	316
NR_024080	ACP1	7	112	118	151	223	270	316
NM_001135812	FAM60A	6	56	59	65	95	68	100
NM_021988	UBE2V1	4	156	165	150	198	388	515
NM_005971	FXYD3	9	421	445	460	511	414	1081
NM_006335	TIMM17A	6	234	247	281	330	545	522
NM_199462	RIPK5	12	447	471	488	439	1114	1032
NM_000175	GPI	18	1398	1474	980	1838	2138	871
NM_033000	GTF2I	34	203	214	310	371	341	471
NM_001002757	NFU1	7	100	106	97	136	213	268
NM_001001992	USP16	18	293	309	432	265	588	670
NM_001186	BACH1	5	794	839	868	832	2116	2478
NM_017964	SLC30A6	14	145	153	238	294	491	563
NR_003066	SNORD85	1	242	255	3576	1879	1735	1952
NM_005657	TP53BP1	28	585	618	653	978	2223	2047
NM_014756	CKAP5	43	919	972	818	1009	2124	2639
NM_012295	CABIN1	37	1010	1067	1203	2335	2975	1842
NM_000124	ERCC6	21	361	380	453	663	731	984
NM_014940	MON1B	6	228	240	209	552	548	375
NM_152902	TIPRL	7	284	299	466	462	538	818
NM_016617	UFM1	6	209	220	311	414	493	742
NM_139322	ATRN	25	352	371	355	814	956	639
NM_001100108	ABL2	12	823	868	472	1356	3581	3079
NM_178578	PSMF1	8	626	659	525	1464	1147	633
NM_014864	FAM20B	8	650	686	469	823	1583	1280
NM_001136000	ABL2	13	821	868	459	1342	3520	3025
NM_001136537	LOC149478	8	151	159	149	255	650	175
NM_001032284	TMPO	6	398	420	313	822	672	545
NM_177477	LYNX1	4	605	1551	234	183	394	362
NM_001010982	AFMID	11	110	101	147	243	296	273
NM_017586	C9orf7	5	170	102	118	244	403	372
NM_024644	C14orf169	1	86	67	62	180	194	179
NM_001128610	USP8	20	377	567	460	433	791	730
NM_001136045	RAB34	11	125	336	141	181	528	487
NM_005154	USP8	20	372	557	446	421	778	719
NM_016060	MED31	4	67	51	98	172	135	124
NM_139323	YWHAB	6	1672	1941	1813	2450	3563	3292
NR_002950	SNORA2A	1	572	1241	5980	4560	5215	4816
NM_001136269	DAZAP2	4	107	13	68	119	149	137
NM_080911	UNG	7	162	106	181	288	197	182
NM_004247	EFTUD2	28	711	982	684	782	1808	1672
NM_015138	RTF1	18	534	743	755	813	1203	1110
NM_018263	ASXL2	12	896	663	824	2061	1986	1835
NM_018064	AKIRIN2	5	254	258	286	518	484	447
NM_006402	HBXIP	4	138	192	197	175	431	398
NM_032027	TM2D1	7	47	98	117	142	189	174
NM_002129	HMGB2	5	189	427	297	413	428	395
NM_030981	RAB1B	6	366	586	263	351	883	815
NM_022106	C20orf177	4	124	50	126	600	389	359
NM_014232	VAMP2	5	163	329	262	337	574	530
NM_003758	EIF3J	8	251	510	440	396	477	439
NM_022100	MRPS14	3	59	99	127	86	154	142
NM_021079	NMT1	12	856	840	655	1008	2195	2026
NM_001013746	ZNF107	5	53	120	152	136	187	172
NM_015889	MED15	17	675	534	705	1730	1766	1629
NM_002229	JUNB	1	3560	1571	2399	3691	3409	4050
NM_018256	WDR12	13	195	157	156	240	202	218
NM_013253	DKK3	8	428	274	395	610	633	1444
NM_015881	DKK3	8	426	268	396	610	636	1440
NM_006212	PFKFB2	15	678	1080	1104	1702	1637	812
NM_033661	WDR4	12	140	401	122	188	301	258
NM_001040424	PRDM15	24	191	167	155	240	449	418
NM_001527	HDAC2	14	546	562	697	1075	780	1283
NM_001127621	GALE	11	231	172	219	337	409	394
NM_006698	BLCAP	2	1104	1588	1500	2308	2826	2227
NM_022095	ZNF335	28	248	301	330	509	682	424
NM_145012	CCNY	10	513	620	562	864	1520	883
NM_001098477	GRSF1	10	553	548	638	981	1561	1636
NM_005603	ATP8B1	27	434	818	559	863	757	700
NM_017914	C19orf24	3	114	239	75	116	308	123
NM_006110	CD2BP2	7	223	281	229	354	498	361
NM_024881	SLC35E1	6	603	520	410	634	1586	2012
NM_015315	LARP1	19	2481	3247	1694	2604	4176	3013
NM_031420	MRPL9	7	113	243	204	315	385	337
NM_181715	CRTC2	14	306	334	270	415	964	594
NM_021903	GABBR1	18	379	439	353	545	1389	758
NM_004896	VPS26A	9	371	217	495	765	665	875
NM_006048	UBE4B	27	728	740	998	1535	1483	1668
NM_025147	COQ10B	5	85	66	113	174	264	343
NM_022574	GIGYF1	24	1163	1947	1568	2409	3163	2163
NM_001130483	VRK2	14	166	115	296	457	359	339
NM_030582	COL18A1	42	1604	1828	1891	2917	8178	2989
NM_005697	SCAMP2	9	475	179	378	582	924	867
NM_001007466	TULP4	13	1005	749	1245	1921	2388	2309
NM_130444	COL18A1	42	1617	1847	1911	2940	8251	3015
NM_004427	PHC2	7	518	578	363	558	3190	1136
NM_145245	EVI5L	19	183	176	173	267	390	466
NM_001042404	CEP170	19	77	104	73	113	378	224
NM_018145	FAM82A2	13	244	578	291	450	761	579
NM_024782	NHEJ1	8	96	102	77	136	208	173
NM_001017962	P4HA1	15	183	195	201	360	989	648
NM_001099784	FBXL19	11	547	583	336	788	818	703
NM_199415	UBOX5	4	80	85	92	143	228	150
NM_001039589	DPH2	5	217	231	138	230	611	520
NM_014374	REPIN1	1	591	628	383	695	1486	314
NM_017953	ZNHIT6	10	312	332	486	367	549	604
NM_014938	MLXIP	17	465	496	372	716	2139	1262
NM_199144	UBE2V1	5	155	165	148	198	386	511
NM_017686	GDAP2	14	427	454	456	404	1050	1248
NM_003766	BECN1	12	392	417	362	323	871	981
NM_033018	PCTK1	16	644	687	489	1146	1653	1334
NM_005789	PSME3	11	945	1004	719	1017	1799	2040
NM_176863	PSME3	11	945	1004	719	1017	1799	2040
NM_022347	IFRG15	1	160	170	122	151	332	404
NM_139215	TAF15	16	697	743	1021	1911	1383	1072
NM_003487	TAF15	16	697	743	1021	1911	1382	1072
NM_001032410	USP16	19	297	316	441	265	592	673
NM_001042432	CLN3	16	62	66	92	218	342	242
NM_003601	SMARCA5	24	595	631	735	974	1158	1553
NM_005445	SMC3	29	487	519	640	718	608	962
NM_005158	ABL2	11	818	868	466	1351	3572	3070
NM_007314	ABL2	12	828	881	472	1344	3573	3070
NM_017453	STAU1	14	896	956	684	1137	1558	1358
NM_017851	PARP16	6	48	51	63	53	105	113
NM_017576	KIF27	18	47	75	73	39	98	91
NM_006934	SLC6A9	13	167	167	207	357	309	286
NM_021638	AFAP1	16	281	317	358	430	944	878
NM_001098637	PWWP2B	3	110	228	122	159	241	224
NM_015354	NUP188	44	1053	762	1101	3346	2281	2117
NM_018285	IMP3	1	259	107	232	421	401	373
NM_016287	HP1BP3	13	1633	2711	2374	2290	3725	3465
NM_014913	ADNP2	4	457	409	546	1034	760	703
NM_024068	OBFC2B	7	123	44	97	210	324	300
NM_018009	TAPBPL	7	147	126	199	376	343	319
NM_015001	SPEN	15	2072	1854	1417	2418	3476	3236
NM_004401	DFFA	6	208	104	195	338	522	486
NM_013318	BAT2L	31	4691	1915	3198	7115	9645	8946
NM_018656	SLC35E3	5	68	75	138	146	154	143
NM_014866	SEC16A	32	1429	1025	1331	3023	3876	3595
NM_001136027	VRK2	14	161	112	276	443	349	324
NM_001033520	WIPI2	10	261	356	309	419	825	765
NM_177551	GPR109A	1	48	65	59	88	112	104
NM_012086	GTF3C3	18	245	284	319	452	657	611
NM_018089	ANKZF1	14	285	512	440	447	613	569
NM_001042410	ANKZF1	14	284	512	437	435	610	565
NM_003000	SDHB	8	289	561	334	364	673	625
NM_201280	MUTED	5	76	84	110	95	154	143
NM_012478	WBP2	8	494	415	378	758	1103	1027
NM_015294	TRIM37	24	241	259	349	403	784	726
NM_012408	ZMYND8	22	448	472	436	1498	650	603
NM_014570	ARFGAP3	16	170	185	186	242	629	584
NM_016040	TMED5	4	411	604	536	623	1327	1232
NM_001003891	MED15	18	680	539	714	1746	1776	1654
NR_024275	LOC151162	1	375	373	278	941	1134	1052
NM_025078	PQLC1	6	233	396	277	431	784	342
NM_000276	OCRL	24	435	111	401	623	826	878
NM_001587	OCRL	23	435	111	401	623	826	878
NM_053035	MRPS33	3	54	46	73	114	98	140
NM_001130714	LEF1	10	89	21	125	194	161	174
NM_001006656	ZNF473	5	124	68	85	132	158	231
NM_032492	JAGN1	2	80	102	74	115	279	204
NM_198935	SS18L1	11	281	173	490	758	808	791
NM_005978	S100A2	3	6857	6387	8870	13741	11624	20864
NM_032444	BTBD12	15	198	250	176	274	493	336
NM_021163	RBAK	5	230	170	317	492	524	725
NM_194460	RNF126	9	94	215	164	255	259	138
NM_138287	DTX3L	5	981	642	747	1157	1738	2534
NM_020850	RANBP10	14	470	532	441	684	1213	982
NM_033551	LARP1	19	2641	3421	1779	2764	4457	3145
NM_001005745	NUMB	11	428	414	600	930	1316	1312
NM_001005744	NUMB	12	428	414	600	930	1316	1312
NM_031216	SEH1L	9	417	456	481	749	715	385
NM_007033	RER1	7	764	577	869	1345	2262	2277
NM_001105562	UBE4B	28	758	755	1015	1572	1557	1714
NM_013236	ATXN10	12	531	325	669	1036	1279	1594
NM_024675	PALB2	13	220	104	231	360	457	626
NM_207012	AP3M1	10	408	267	448	696	1054	1065
NM_014812	CEP170	20	77	104	73	114	379	224
NM_001127396	STXBP2	19	129	128	158	245	290	286
NM_000259	MYO5A	41	947	441	1306	2024	3205	4116
NM_052989	IFT122	30	103	158	107	167	301	265
NM_015170	SULF1	23	387	414	429	1561	2946	2094
NM_006762	LAPTM5	8	243	261	493	908	1627	669
NM_001135095	FNDC3B	26	519	554	506	1012	3005	2548
NM_001037335	PRIC285	20	1050	1124	657	2615	2768	2513
NM_005338	HIP1	31	287	308	219	820	1301	691
NM_020676	ABHD6	9	88	94	73	243	117	101
NM_003086	SNAPC4	23	258	276	233	531	705	542
NM_005104	BRD2	13	1359	1456	1669	2806	2966	2406
NM_031455	CCDC3	3	84	90	86	584	604	338
NM_000666	ACY1	15	58	62	77	244	310	151
NM_001303	COX10	7	116	124	178	306	236	218
NM_016018	PHF20L1	21	529	568	865	1050	1885	2765
NM_014691	AQR	35	580	622	704	738	1087	1064
NM_001018073	PCK2	7	108	116	90	472	171	134
NM_001002756	NFU1	7	100	107	98	139	221	269
NM_022442	UBE2V1	4	153	164	148	190	386	501
NM_019002	ETAA1	6	128	137	200	265	254	311
NM_015008	TMCC1	4	396	423	312	458	952	1692
NM_015603	CCDC9	12	117	125	150	265	443	332
NM_016567	BCCIP	8	87	93	120	254	233	195
NM_004317	ASNA1	7	206	221	197	265	479	507
NM_024595	AKIRIN1	5	346	370	380	407	747	933
NM_032557	USP38	10	433	463	464	370	1110	1140
NM_017883	WDR13	9	296	316	387	729	980	570
NM_022119	PRSS22	6	397	376	247	386	495	728
NM_012293	PXDN	23	300	888	335	524	9063	3319
NM_057167	COL6A3	43	4091	11344	5770	9004	78320	27752
NM_057164	COL6A3	44	3898	11021	5437	8511	73986	26406
NM_001071	TYMS	7	134	181	122	191	208	160
NM_001130713	LEF1	11	89	21	125	196	161	176
NM_199205	KIAA1967	21	981	1178	787	1228	2364	1285
NM_021174	KIAA1967	21	978	1180	785	1224	2326	1279
NM_002092	GRSF1	10	608	633	652	1022	1640	1685
NM_032390	MKI67IP	7	99	123	115	180	217	166
NM_001033583	ACOT9	15	90	72	172	270	561	554
NM_001037171	ACOT9	16	90	72	172	270	561	554
NM_006828	ASCC3	42	1408	597	1523	2376	2999	4099
NM_017892	PRPF40A	26	1000	1013	1227	1922	1909	2157
NM_001010854	TTC7B	20	128	152	116	182	492	366
NM_001136053	GPR175	11	254	476	213	334	813	590
NM_020740	ANKFY1	10	255	168	326	508	574	590
NM_032217	ANKRD17	34	2678	1580	2064	3221	5275	5007
NM_017455	NPTN	8	323	308	536	837	757	867
NM_004371	COPA	33	1623	1445	1553	2432	4732	5651
NM_021814	ELOVL5	8	399	328	332	519	1277	1728
NM_005057	RBBP5	14	304	289	259	404	613	679
NM_133335	WHSC1	22	787	895	583	910	1524	1194
NM_133331	WHSC1	23	788	899	583	912	1539	1199
NM_133330	WHSC1	24	792	900	583	914	1546	1199
NM_001973	ELK4	5	496	394	477	747	994	966
NM_152546	SRFBP1	8	211	241	184	287	444	290
NM_001167	XIAP	7	480	349	745	1164	1245	1704
NM_080732	EGLN2	6	451	977	457	715	1705	708
NM_181784	SPRED2	6	370	415	366	571	580	485
NM_014300	SEC11A	6	155	154	212	332	387	391
NM_000168	GLI3	15	429	186	376	587	1008	1215
NM_052985	IFT122	31	103	158	107	168	302	268
NM_201649	SLC6A9	14	167	176	214	357	310	290
NR_002975	SNORA43	1	4942	11211	71459	35341	18726	17530
NM_017721	CC2D1A	29	328	438	294	266	417	390
NM_000190	HMBS	14	193	167	59	172	251	235
NM_020328	ACVR1B	7	170	57	70	264	315	294
NM_017438	SETD4	14	172	211	355	203	416	390
NM_020327	ACVR1B	8	176	68	77	290	349	327
NM_080667	CCDC104	10	82	187	98	152	205	191
NM_145238	ZSCAN20	8	75	102	70	78	234	218
NM_015584	POLDIP2	11	606	605	351	626	1170	1091
NM_001105203	RUSC1	10	431	670	333	453	994	928
NR_002325	SNORA6	1	802	1423	16729	6605	8391	7853
NM_016003	WIPI2	12	269	371	309	455	867	812
NM_031934	RAB34	10	132	366	153	199	578	541
NM_152455	ZSCAN29	5	245	507	344	424	677	633
NM_080655	C9orf30	3	115	90	119	240	287	269
NM_001352	DBP	4	40	102	63	27	75	70
NM_001014765	FBXO44	7	132	360	139	124	274	256
NR_003944	SNORD78	1	4262	9014	31216	34731	12630	11770
NR_004387	SCARNA10	1	2352	9103	24691	15472	11941	11178
NR_003048	SNORD23	1	219	413	3375	1089	1272	1186
NM_016500	CXorf26	6	141	79	132	300	242	226
NM_183048	ZMYND8	22	443	462	430	1470	634	592
NM_018241	TMEM184C	10	244	372	225	296	688	642
NM_033200	LMF2	14	478	486	455	1014	1343	1259
NM_012200	B3GAT3	5	65	151	120	187	284	266
NM_001130688	HMGB2	5	189	440	307	411	422	395
NM_001880	ATF2	14	196	227	245	312	539	503
NM_000951	PRRG2	7	49	53	49	32	30	80
NM_015245	ANKS1A	24	679	732	495	933	1449	1342
NM_018279	TMEM19	6	194	209	218	286	516	698
NM_020746	VISA	7	2478	2676	1996	3150	5247	2838
NM_003365	UQCRC1	13	986	1061	998	1967	2032	1106
